Car,Year,Manufacturer,MSRP,Drivetrain,Passenger_Capacity,Passenger_Doors,Engine_Type,Engine_Configuration,Cylinders,Body_Style,Transmission_Type,Front_Leg_Room_(in),Second_Shoulder_Room_(in),Passenger_Volume_(ft³),Second_Head_Room_(in),Front_Shoulder_Room_(in),Front_Head_Room_(in),Second_Leg_Room_(in),Wheelbase_(in),"Width,_Max_w/o_mirrors_(in)","Height,_Overall_(in)","Fuel_Tank_Capacity,_Approx_(gal)",Fuel_Economy_Est-Combined_(MPG),EPA_Fuel_Economy_Est_City_(MPG),EPA_Fuel_Economy_Est_Hwy_(MPG),Net_Torque,RPM_NT,Net_HP_Needed,Fuel_Type,Net_HorsePower,RPM_NHP,Net_HP.RPM,Brake_ABS_System,Recirculating_Ball_Steering,Rack_Pinion_steering,Electric_steering,Hydraulic_steering,Speed_Sensitive_steering,Variable_steering,Steering_Type,Turning_Diameter_-_Curb_to_Curb_(ft),Air_Bag-Frontal-Driver,Air_Bag-Frontal-Passenger,Air_Bag-Passenger_Switch_(On/Off),Air_Bag-Side_Body-Front,Air_Bag-Side_Body-Rear,Air_Bag-Side_Head-Front,Air_Bag-Side_Head-Rear,Brakes-ABS,Child_Safety_Rear_Door_Locks,Daytime_Running_Lights,Traction_Control,Night_Vision,Rollover_Protection_Bars,Fog_Lamps,Parking_Aid,Tire_Pressure_Monitor,Back-Up_Camera,Stability_Control,Corrosion_Years,Roadside_Assistance_Miles/km,Roadside_Assistance_Years,"Length,_Overall_(in)",Trunk_Volume_(ft³),Cargo_Volume_(ft³),Suspension_Type,Model_Type
2015 Toyota Highlander Specs: AWD 4-Door Limited,2015,Toyota,47850,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59,141.1,39.6,59.3,39.5,38.4,109.8,75.8,68.1,17.2,27,27,28,215,4800,196.4965727,Hybrid,280,5800,1624,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2015 Toyota Highlander Specs: FWD 4-Door V6 XLE,2015,Toyota,36590,FWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,21,19,25,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2015 Toyota Highlander Specs: FWD 4-Door V6 Limited Platinum,2015,Toyota,42680,FWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,140.4,37.8,59.3,39.8,38.4,109.8,75.8,68.1,19.2,21,19,25,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2015 Toyota Highlander Specs: FWD 4-Door V6 Limited,2015,Toyota,40190,FWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,21,19,25,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2015 Toyota Highlander Specs: FWD 4-Door V6 LE Plus,2015,Toyota,33290,FWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,145,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,21,19,25,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2015 Toyota Highlander Specs: FWD 4-Door V6 LE,2015,Toyota,31070,FWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,145,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,21,19,25,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2015 Toyota Highlander Specs: FWD 4-Door I4 LE,2015,Toyota,29765,FWD,8,4,I4,I,4,Sport Utility,Automatic,44.2,59.6,145,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,22,20,25,184,4200,147.1439452,Gas,185,5800,1073,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2015 Toyota Highlander Specs: AWD 4-Door V6 XLE,2015,Toyota,38050,AWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,20,18,24,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2015 Toyota Highlander Specs: AWD 4-Door V6 Limited Platinum,2015,Toyota,44140,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,140.4,37.8,59.3,39.8,38.4,109.8,75.8,68.1,19.2,20,18,24,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2015 Toyota Highlander Specs: AWD 4-Door V6 Limited,2015,Toyota,41650,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.2,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,20,18,24,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2015 Toyota Highlander Specs: AWD 4-Door V6 LE Plus,2015,Toyota,34750,AWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,145,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,20,18,24,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2015 Toyota Highlander Specs: AWD 4-Door V6 LE,2015,Toyota,32530,AWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,145,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,20,18,24,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2015 Toyota Highlander Specs: AWD 4-Door Limited Platinum,2015,Toyota,50340,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59,139.3,37.8,59.3,39.8,38.4,109.8,75.8,68.1,17.2,27,27,28,215,4800,196.4965727,Hybrid,280,5800,1624,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,1000000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2014 Toyota Highlander Specs: AWD 4-Door Limited,2014,Toyota,47300,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59,141.1,39.6,59.3,39.5,38.4,109.8,75.8,70.1,17.2,27,27,28,215,4800,196.4965727,Hybrid,280,5800,1624,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,25000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2014 Toyota Highlander Specs: FWD 4-Door V6 XLE,2014,Toyota,36040,FWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.7,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,21,19,25,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,25000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2014 Toyota Highlander Specs: FWD 4-Door V6 Limited Platinum,2014,Toyota,42130,FWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,140.3,37.8,59.3,39.8,38.4,109.8,75.8,68.1,19.2,21,19,25,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,25000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2014 Toyota Highlander Specs: FWD 4-Door V6  Limited,2014,Toyota,39640,FWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.7,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,21,19,25,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,25000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2014 Toyota Highlander Specs: FWD 4-Door V6 LE Plus,2014,Toyota,32740,FWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,145,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,21,19,25,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,25000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2014 Toyota Highlander Specs: FWD 4-Door V6 LE,2014,Toyota,30520,FWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,145,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,21,19,25,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,25000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2014 Toyota Highlander Specs: FWD 4-Door I4 LE,2014,Toyota,29215,FWD,8,4,I4,I,4,Sport Utility,Automatic,44.2,59.6,145,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,22,20,25,184,4200,147.1439452,Gas,185,5800,1073,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,25000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2014 Toyota Highlander Specs: AWD 4-Door V6 XLE,2014,Toyota,37500,AWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.7,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,20,18,24,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,25000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2014 Toyota Highlander Specs: AWD 4-Door V6 Limited Platinum,2014,Toyota,43590,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,140.3,37.8,59.3,39.8,38.4,109.8,75.8,68.1,19.2,20,18,24,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,25000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2014 Toyota Highlander Specs: AWD 4-Door V6  Limited,2014,Toyota,41100,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,142.7,39.6,59.3,39.5,38.4,109.8,75.8,68.1,19.2,20,18,24,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,25000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2014 Toyota Highlander Specs: AWD 4-Door V6 LE Plus,2014,Toyota,34200,AWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,145,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,20,18,24,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,25000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2014 Toyota Highlander Specs: AWD 4-Door V6 LE,2014,Toyota,31980,AWD,8,4,V6,V,6,Sport Utility,Automatic,44.2,59.6,145,39.9,59.3,40.7,38.4,109.8,75.8,68.1,19.2,20,18,24,248,4700,221.9345011,Gas,270,6200,1674,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,25000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2014 Toyota Highlander Specs: AWD 4-Door Limited Platinum,2014,Toyota,49790,AWD,7,4,V6,V,6,Sport Utility,Automatic,44.2,59,139.2,37.8,59.3,39.8,38.4,109.8,75.8,70.1,17.2,27,27,28,215,4800,196.4965727,Hybrid,280,5800,1624,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,25000,2,NA,NA,0,MacPherson Strut,Toyota Highlander
2018 Toyota Yaris Specs: 3-Door L Automatic,2018,Toyota,16385,FWD,5,2,I4,I,4,2dr Car,Automatic,40.6,51.8,84.4,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,35,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,31.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2018 Toyota Yaris Specs: 5-Door SE Manual,2018,Toyota,18260,FWD,5,4,I4,I,4,4dr Car,Manual,40.6,51.8,85.1,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,36,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,36.1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2018 Toyota Yaris Specs: 5-Door SE Automatic,2018,Toyota,19060,FWD,5,4,I4,I,4,4dr Car,Automatic,40.6,51.8,85.1,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,35,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,36.1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2018 Toyota Yaris Specs: 5-Door LE Automatic,2018,Toyota,17660,FWD,5,4,I4,I,4,4dr Car,Automatic,40.6,51.8,85.1,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,35,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,31.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2018 Toyota Yaris Specs: 5-Door L Automatic,2018,Toyota,16760,FWD,5,4,I4,I,4,4dr Car,Automatic,40.6,51.8,85.1,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,35,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,31.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2018 Toyota Yaris Specs: 3-Door L Manual,2018,Toyota,15635,FWD,5,2,I4,I,4,2dr Car,Manual,40.6,51.8,84.4,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,36,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,31.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2018 Toyota Yaris Specs: 3-Door LE Automatic,2018,Toyota,17285,FWD,5,2,I4,I,4,2dr Car,Automatic,40.6,51.8,84.4,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,35,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,31.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2016 Toyota Yaris Specs: 3-Door Liftback Automatic L,2016,Toyota,15620,FWD,5,2,I4,I,4,2dr Car,Automatic,40.6,51.8,84.4,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,36,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,31.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2016 Toyota Yaris Specs: 5-Door Liftback Manual SE,2016,Toyota,16870,FWD,5,4,I4,I,4,4dr Car,Manual,40.6,51.8,85.1,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,37,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,36.1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2016 Toyota Yaris Specs: 5-Door Liftback Automatic SE,2016,Toyota,17670,FWD,5,4,I4,I,4,4dr Car,Automatic,40.6,51.8,85.1,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,36,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,36.1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2016 Toyota Yaris Specs: 5-Door Liftback Automatic LE,2016,Toyota,16930,FWD,5,4,I4,I,4,4dr Car,Automatic,40.6,51.8,85.1,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,36,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,31.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2016 Toyota Yaris Specs: 5-Door Liftback Automatic L,2016,Toyota,15995,FWD,5,4,I4,I,4,4dr Car,Automatic,40.6,51.8,85.1,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,36,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,31.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2016 Toyota Yaris Specs: 3-Door Liftback Manual L,2016,Toyota,14895,FWD,5,2,I4,I,4,2dr Car,Manual,40.6,51.8,84.4,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,37,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,31.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2016 Toyota Yaris Specs: 3-Door Liftback Automatic LE,2016,Toyota,16555,FWD,5,2,I4,I,4,2dr Car,Automatic,40.6,51.8,84.4,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,36,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,31.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2015 Toyota Yaris Specs: 3-Door Liftback Automatic L,2015,Toyota,15570,FWD,5,2,I4,I,4,2dr Car,Automatic,40.6,51.8,84.4,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,36,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,31.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2015 Toyota Yaris Specs: 5-Door Liftback Manual SE,2015,Toyota,16820,FWD,5,4,I4,I,4,4dr Car,Manual,40.6,51.8,85.1,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,37,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,36.1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2015 Toyota Yaris Specs: 5-Door Liftback Automatic SE,2015,Toyota,17620,FWD,5,4,I4,I,4,4dr Car,Automatic,40.6,51.8,85.1,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,36,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,36.1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2015 Toyota Yaris Specs: 5-Door Liftback Automatic LE,2015,Toyota,16880,FWD,5,4,I4,I,4,4dr Car,Automatic,40.6,51.8,85.1,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,36,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,31.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2015 Toyota Yaris Specs: 5-Door Liftback Automatic L,2015,Toyota,15945,FWD,5,4,I4,I,4,4dr Car,Automatic,40.6,51.8,85.1,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,36,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,31.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2015 Toyota Yaris Specs: 3-Door Liftback Manual L,2015,Toyota,14845,FWD,5,2,I4,I,4,2dr Car,Manual,40.6,51.8,84.4,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,37,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,31.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2015 Toyota Yaris Specs: 3-Door Liftback Automatic LE,2015,Toyota,16505,FWD,5,2,I4,I,4,2dr Car,Automatic,40.6,51.8,84.4,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,36,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,31.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,5,1000000,2,155.5,NA,0,MacPherson Strut,Toyota Yaris
2014 Toyota Yaris Specs: 3-Door Liftback Automatic L,2014,Toyota,15155,FWD,5,2,I4,I,4,2dr Car,Automatic,40.6,51.8,84.4,37.6,52.5,39.3,33.3,98.8,66.7,59.4,11.1,32,30,36,103,4200,82.36862148,Gas,106,6000,636,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,30.8,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,5,25000,2,153.5,NA,0,MacPherson Strut,Toyota Yaris
